tale,chunk_id,text_preview,token_count,distilroberta_emotion,distilroberta_score,go_emotions_emotion,go_emotions_score,twitter_emotion_emotion,twitter_emotion_score
Holger Danske,7,"The ships sailed by and saluted the castle with the boom of the cannon, and Kronenburg returned the salute, ""Boom, boom."" But the roaring cannons did ...",85,neutral,0.8953365683555603,gratitude,0.684073269367218,joy,0.6484779119491577
Ib and little Christina,0,"In the forest that extends from the banks of the Gudenau, in North Jutland, a long way into the country, and not far from the clear stream, rises a gr...",492,disgust,0.5219256281852722,neutral,0.7311949729919434,joy,0.33629119396209717
Ib and little Christina,1,"He was a widower, and earned his living by carrying firewood in his large boat from the forest to the eel-pond and eel- weir, on the estate of Silkbor...",459,disgust,0.4516528844833374,neutral,0.7325870394706726,joy,0.9576727747917175
Ib and little Christina,2,"They floated on swiftly, for the tide was in their favor, passing over lakes, formed by the stream in its course; sometimes they seemed quite enclosed...",510,fear,0.6230953335762024,admiration,0.40528032183647156,joy,0.6285651326179504
Ib and little Christina,3,"Here was a terrible disaster. Ib jumped ashore, and ran a little distance from the boat. ""Oh, take me with you,"" cried Christina; and she sprang after...",483,fear,0.9503651261329651,fear,0.5517237782478333,fear,0.942997395992279
Ib and little Christina,4,"They thought if they went there they should be warm, and Ib fancied he should be able to see his father's house from such a high spot. But they were f...",504,surprise,0.6442326307296753,neutral,0.4492832124233246,joy,0.8824870586395264
Ib and little Christina,5,"""There are ten neckerchiefs in it,"" she replied, ""as well as beautiful dresses, stockings, and a hat and veil."" ""Then I will have that one also,"" said...",489,neutral,0.7242180705070496,neutral,0.5846450924873352,joy,0.5594885945320129
Ib and little Christina,6,"""How should there be room in a little nut like this for the best thing of all? Christina will find her two nuts just the same; there will be neither f...",497,neutral,0.5360791683197021,neutral,0.6890493035316467,joy,0.9182053208351135
Ib and little Christina,7,"One day, in the following spring, there came a knock at the door of the house where Ib's old mother lived; and when they opened it, lo and behold, in ...",490,fear,0.5804703831672668,admiration,0.5358909368515015,joy,0.9932059049606323
Ib and little Christina,8,"It was a fine moonlight evening; and when they arrived, Ib stood holding Christina's hand in his, as if he could not let her go. His eyes brightened, ...",497,fear,0.9199347496032715,neutral,0.7617530822753906,joy,0.8889709115028381
Ib and little Christina,9,"Ib sat down to write, but he could not get on at all. The words were not what he wished to say, so he tore up the page. The following morning, however...",498,neutral,0.536051332950592,caring,0.8270798921585083,optimism,0.9554128646850586
Ib and little Christina,10,"He understood the gypsy woman's meaning now. The black earth– the dark grave– was the best thing for him now. Again years passed away; not many, but t...",498,sadness,0.45190006494522095,neutral,0.499969482421875,sadness,0.673290491104126
Ib and little Christina,11,"The value of the gold he had found was paid to him; it was a large sum– six hundred dollars. Then Ib of the heath went out, and wandered about in the ...",509,fear,0.7611211538314819,neutral,0.6552850604057312,sadness,0.3736969828605652
Ib and little Christina,12,"He had given up his certain appointment, and travelled for six months in foreign lands, and, on his return, had lived in great style, and got into ter...",510,sadness,0.8353438377380371,sadness,0.7805957198143005,sadness,0.9394762516021729
Ib and little Christina,13,"The turf blazed brightly on the hearth, and within was sunlight, the sparkling light from the sunny eyes of a child; the birdlike tones from the rosy ...",161,joy,0.8999476432800293,joy,0.637057900428772,joy,0.9956448078155518
Ib and little Christina,14,"Ib's house was well and prettily furnished; for he was a prosperous man now, while the mother of the little girl rested in the churchyard at Copenhage...",71,joy,0.5849953889846802,admiration,0.5506355166435242,joy,0.9829522371292114
Ib and little Christina,15,"Ib had money now– money which had come to him out of the black earth; and he had Christina for his own, after all.",31,neutral,0.5594203472137451,neutral,0.9343358874320984,joy,0.8779981136322021
In a thousand years,0,"Yes, in a thousand years people will fly on the wings of steam through the air, over the ocean! The young inhabitants of America will become visitors ...",498,neutral,0.4343906044960022,neutral,0.6321450471878052,joy,0.9003721475601196
In a thousand years,1,"The air steamboat flies over the country whence Columbus went forth, where Cortez was born, and where Calderon sang dramas in sounding verse. Beautifu...",462,neutral,0.29735419154167175,confusion,0.45282307267189026,anticipation,0.3575873374938965
In a thousand years,2,"The geysers burn no more, Hecla is an extinct volcano, but the rocky island is still fixed in the midst of the foaming sea, a continual monument of le...",108,neutral,0.8182345032691956,admiration,0.5103495121002197,joy,0.9326313734054565
In a thousand years,3,"""There is really a great deal to be seen in Europe,"" says the young American, ""and we have seen it in a week, according to the directions of the great...",68,neutral,0.7476322054862976,neutral,0.36757633090019226,anticipation,0.8558156490325928
In the children's room,0,"Father and mother and all the brothers and sisters had gone to the theater; only little Anna and her grandfather were left at home. ""We'll put on a pl...",506,fear,0.35575196146965027,neutral,0.4526931643486023,joy,0.9244120121002197
In the children's room,1,"Brand-new! And now here's the play, all brand-new! Now listen to the program."" Then Grandpapa took up a newspaper, and pretended to be reading from it...",500,anger,0.781459629535675,neutral,0.8207439184188843,anger,0.68453449010849
In the children's room,2,"Bah! ""It was Father Pipe Head who said, 'Bah!' And now Mr. Waistcoat speaks: Oh, beautiful Glove, You must be my love, Though you're from Spain And I'...",495,fear,0.5065517425537109,admiration,0.44234517216682434,joy,0.9786869883537292
In the children's room,3,"Now the lovers kneel and one of them sings: Father! and the other: Mr. Pipe Head, do as you oughter, Bless your son and daughter! ""They receive his bl...",163,joy,0.33547243475914,admiration,0.40928325057029724,joy,0.9971191883087158
In the children's room,4,"""We'll bring them all out for a curtain call, and the pieces of furniture, too, for they're made of mahogany."" ""And isn't our play just as good as the...",82,neutral,0.6774468421936035,admiration,0.3064102530479431,joy,0.9853616952896118
In the children's room,5,"""It's shorter; the admission was free; and it has passed away the time before our tea!""",23,neutral,0.3740141689777374,neutral,0.7489321827888489,sadness,0.6313714385032654
In the duck yard,0,"A duck arrived from Portugal. Some people said she came from Spain, but that doesn't really matter. She was called the Portuguese; she laid eggs, and ...",500,disgust,0.7149770855903625,neutral,0.39634910225868225,joy,0.2781403660774231
In the duck yard,1,"""And I'll do something for this little fellow; it's only my duty."" And then she stepped into the water trough and thrashed her wings about the water s...",497,disgust,0.45506593585014343,admiration,0.3977113366127014,joy,0.9741178154945374
In the duck yard,2,"I don't really understand singing, so I keep my beak shut; that's better than chattering nonsense to you the way the others do."" ""Don't bother him,"" s...",479,disgust,0.5408528447151184,neutral,0.5561361312866211,joy,0.6459850668907166
In the duck yard,3,"And honesty does not exist among the inhabitants of this duck yard. ""We warn you, little Songbird, don't trust that one over there with the short feat...",511,neutral,0.3822006583213806,neutral,0.4699054956436157,joy,0.6391265392303467
In the duck yard,4,"""Duckdom's dotage!"" they cackled. ""That's unusually witty!"" Then they repeated the other joke about portulaca - that was very amusing to them - and th...",478,sadness,0.6977478861808777,sadness,0.38768014311790466,joy,0.8560843467712402
In the duck yard,5,"It makes me very sad."" ""You don't know much about weather, I guess,"" said the Portuguese. ""The day isn't over yet. Don't just stand there looking stup...",464,disgust,0.48923736810684204,sadness,0.6588110327720642,sadness,0.9134554862976074
In the duck yard,6,"""That's the most important thing. If one of our playthings is broken, why, we have plenty more of them!""",28,anger,0.5271756649017334,approval,0.5619075894355774,optimism,0.9557980895042419
In the duck yard,7,"If one of our playthings is broken, why, we have plenty more of them!""",20,anger,0.7647119760513306,neutral,0.6490599513053894,anticipation,0.5251304507255554
Kept secret but not forgotten,0,There was once an old mansion with a moat and drawbridge. The drawbridge was more often up than down; not all visitors are good or welcome. Under the ...,505,disgust,0.7464523315429688,neutral,0.7237250804901123,anticipation,0.14255432784557343
Kept secret but not forgotten,1,"The robbers were hanged. There stood an old house; it still stands there, in fact - not the home of Lady Mette Mogens, but that of another noble famil...",493,sadness,0.6075327396392822,admiration,0.5157383680343628,joy,0.9835294485092163
Kept secret but not forgotten,2,"All this has been done by the maid-of-all-work, who has still found time to put on her own best dress, as if she were going to church. She has a bow o...",427,sadness,0.8763890862464905,sadness,0.45853063464164734,sadness,0.9359113574028015
Kept secret but not forgotten,3,"Would you like to have more such clover leaves? There are many in the book of the heart, kept secret but not forgotten.",29,neutral,0.9242916107177734,curiosity,0.6980462670326233,anticipation,0.39612433314323425
Kept secret but not forgotten,4,"There are many in the book of the heart, kept secret but not forgotten.",18,neutral,0.88303542137146,neutral,0.8800063133239746,optimism,0.4212627112865448
Little Claus and big Claus,0,"In a village there once lived two men who had the same name. They were both called Claus. One of them had four horses, but the other had only one; so ...",483,disgust,0.3716159760951996,neutral,0.7127247452735901,joy,0.8572664856910706
Little Claus and big Claus,1,"""Oh, now I have no horse at all,"" said Little Claus, weeping. But after a while he took off the dead horse's skin, and hung the hide to dry in the win...",496,sadness,0.5258961915969849,neutral,0.643973171710968,joy,0.5387309193611145
Little Claus and big Claus,2,"The farmer's wife and the sexton were sitting at the table together; and she filled his glass, and helped him plenteously to fish, which appeared to b...",477,disgust,0.625678300857544,neutral,0.8119426965713501,joy,0.9268364906311035
Little Claus and big Claus,3,"The farmer was very hungry, and ate his porridge with a good appetite, but Little Claus could not help thinking of the nice roast meat, fish and pies,...",505,disgust,0.7130827903747559,neutral,0.7764888405799866,joy,0.88922518491745
Little Claus and big Claus,4,"he answers 'Yes,' but he fears that we shall not like to look at him."" ""Oh, I am not afraid. What will he be like?"" ""Well, he is very much like a sext...",512,fear,0.7664912343025208,neutral,0.6798768639564514,fear,0.8633450865745544
Little Claus and big Claus,5,"""Well,"" said Little Claus at length, ""you have been so good as to give me a night's lodging, I will not refuse you; you shall have the conjuror for a ...",495,fear,0.7084635496139526,neutral,0.6673323512077332,anticipation,0.4184958040714264
Little Claus and big Claus,6,"I must throw him into the river, that he may be drowned."" ""Oh, no; oh, no,"" cried the sexton; ""I will give you a whole bushel full of money if you wil...",511,anger,0.7721205353736877,neutral,0.7734301090240479,anger,0.42106932401657104
Little Claus and big Claus,7,"""A bushel of money, for each,"" replied Great Claus. ""Are you mad?"" they all cried; ""do you think we have money to spend by the bushel?"" ""Skins, skins,...",485,anger,0.7318475842475891,neutral,0.7926743626594543,anger,0.8431010842323303
Little Claus and big Claus,8,"Then he placed the old woman on the back seat, so that she might not fall out as he drove, and rode away through the wood. By sunrise they reached a l...",496,anger,0.4820522665977478,neutral,0.5399444103240967,anticipation,0.20156875252723694
Little Claus and big Claus,9,"When Little Claus reached home again, he immediately sent a boy to Great Claus, requesting him to lend him a bushel measure. ""How is this?"" thought Gr...",502,anger,0.6145164370536804,neutral,0.7900567054748535,disgust,0.4843289256095886
Little Claus and big Claus,10,"""You have played me another trick,"" said he. ""First, I killed all my horses, and then my old grandmother, and it is all your fault; but you shall not ...",475,disgust,0.4512482285499573,neutral,0.7580240368843079,joy,0.35328832268714905
Little Claus and big Claus,11,"It appeared to have become lighter, for the old drover was not half so heavy as Little Claus. ""How light he seems now,"" said he. ""Ah, it is because I ...",488,fear,0.4249347448348999,gratitude,0.09968964010477066,joy,0.6826296448707581
Little Claus and big Claus,12,"The fish swam past me as rapidly as the birds do here in the air. How handsome all the people were, and what fine cattle were grazing on the hills and...",501,fear,0.4524085521697998,admiration,0.4656275510787964,joy,0.5370765924453735
Little Claus and big Claus,13,"""See what a hurry they are in,"" said Little Claus, ""they are longing to get down again,"" ""Come, help me, make haste,"" said Great Claus; ""or you'll get...",164,fear,0.8866471648216248,neutral,0.7920987606048584,fear,0.7805900573730469
Little Claus and big Claus,14,"""Plump!"" In went Great Claus, and immediately sank to the bottom of the river. ""I'm afraid he will not find any cattle,"" said Little Claus, and then h...",47,fear,0.9562745690345764,neutral,0.5377480983734131,fear,0.9390919804573059
Little Claus and big Claus,15,"""I'm afraid he will not find any cattle,"" said Little Claus, and then he drove his own beasts homewards.",28,fear,0.9591954946517944,fear,0.5232463479042053,fear,0.9856438636779785
Little Ida's flowers,0,"""My poor flowers are quite dead,"" said little Ida, ""they were so pretty yesterday evening, and now all the leaves are hanging down quite withered. Wha...",506,disgust,0.34470510482788086,curiosity,0.30418384075164795,joy,0.8910343647003174
Little Ida's flowers,1,"After that the pretty flowers come in, and there is a grand ball. The blue violets represent little naval cadets, and dance with hyacinths and crocuse...",496,surprise,0.9328040480613708,neutral,0.5687863826751709,joy,0.8033808469772339
Little Ida's flowers,2,"I will tell you what to do, and the botanical professor, who lives close by here, will be so surprised. You know him very well, do you not? Well, next...",499,surprise,0.888648271560669,curiosity,0.26153597235679626,joy,0.5790563225746155
Little Ida's flowers,3,"what absurd fancies there are!"" But to little Ida, all these stories which the student told her about the flowers, seemed very droll, and she thought ...",493,disgust,0.5016502141952515,neutral,0.712573230266571,joy,0.5175384283065796
Little Ida's flowers,4,"In the night she awoke; she had been dreaming of the flowers and of the student, as well as of the tiresome lawyer who found fault with him. It was qu...",458,surprise,0.47632667422294617,admiration,0.2715633809566498,joy,0.9810252785682678
Little Ida's flowers,5,"They all laughed at him then, but now it seemed to little Ida as if the tall, yellow flower was really like the young lady. She had just the same mann...",511,disgust,0.7172479629516602,amusement,0.8094154000282288,joy,0.9879747629165649
Little Ida's flowers,6,"Then at last the other flowers interceded for him, especially those who had lain in the doll's bed, and the carnival rod gave up his dancing. At the s...",501,surprise,0.9016334414482117,neutral,0.633583128452301,joy,0.95903080701828
Little Ida's flowers,7,"Then the door of the room opened, and a number of beautiful flowers danced in. Ida could not imagine where they could come from, unless they were the ...",488,disgust,0.3941420018672943,admiration,0.463285356760025,joy,0.9860159754753113
Little Ida's flowers,8,"Their father had given them each a bow and arrow, and they had brought them to show Ida. She told them about the poor flowers which were dead; and as ...",128,disgust,0.8816168308258057,neutral,0.9543029069900513,joy,0.6991877555847168
Little Ida's flowers,9,"Ida kissed her flowers and then laid them, with the box, in the earth. James and Adolphus then fired their crossbows over the grave, as they had neith...",42,neutral,0.4978005886077881,neutral,0.9369967579841614,joy,0.8324843645095825
Little Ida's flowers,10,"James and Adolphus then fired their crossbows over the grave, as they had neither guns nor cannons.",24,neutral,0.7565233707427979,neutral,0.952089250087738,anticipation,0.1655982881784439
Little Tuk,0,"Yes, they called him Little Tuk, but it was not his real name; he had called himself so before he could speak plainly, and he meant it for Charles. It...",444,disgust,0.629189670085907,neutral,0.6878370642662048,joy,0.5570005178451538
Little Tuk,1,"So he put the geography book under his pillow, for he had heard that this was a great help towards learning a lesson, but not always to be depended up...",497,disgust,0.8258250951766968,neutral,0.8376592397689819,joy,0.5841800570487976
Little Tuk,2,"One tower after another fell, till at last only one remained standing on the hill where the castle had formerly been. The town now appeared small and ...",498,disgust,0.4667911231517792,neutral,0.41741812229156494,joy,0.8400462865829468
Little Tuk,3,All at once everything vanished; but where! It seemed to him like turning over the leaves of a book. And now there stood before him an old peasant wom...,504,disgust,0.49725496768951416,neutral,0.8218614459037781,joy,0.6161772012710571
Little Tuk,4,"You shall never suffer hunger or want. The bird of good omen shall be yours, and you shall become a rich and happy man; your house shall rise up like ...",277,joy,0.6247166395187378,optimism,0.5391128659248352,joy,0.9783727526664734
Little Tuk,5,"The old washerwoman put her head in at the door, and nodded to him quite kindly, and said, ""Many thanks, you good child, for your help yesterday. I ho...",67,joy,0.61370849609375,gratitude,0.8704897165298462,joy,0.9922478199005127
Little Tuk,6,"I hope all your beautiful dreams will come true."" Little Tuk did not at all know what he had dreamt, but One above did.",31,neutral,0.5051307082176208,optimism,0.8658865094184875,optimism,0.9808018803596497
Luck may lie in a pin,0,"A Story Told For My Young American Friends I'll tell you a story about luck. All of us know what it is to be lucky. Some know good luck day in, day ou...",494,fear,0.31990569829940796,neutral,0.6761758923530579,optimism,0.8873558640480042
Luck may lie in a pin,1,One night the wind blew in a terrible gale. In the next town men said that the great mail coach was lifted from one side of the road to the other as e...,494,disgust,0.644733190536499,neutral,0.6026504039764404,joy,0.4921148121356964
Luck may lie in a pin,2,"""My luck was in that pear tree all along,"" the man said. Soon he had a great factory with plenty of workmen to help him. Now that he always had time f...",240,neutral,0.9404304623603821,neutral,0.42806917428970337,joy,0.9658037424087524
Luck may lie in a pin,3,I have the white pin in my mouth. And luck may lie in a pin.,19,neutral,0.8091098070144653,optimism,0.6429398059844971,optimism,0.9061112999916077
Luck may lie in a pin,4,And luck may lie in a pin.,10,neutral,0.9352222681045532,optimism,0.6163468956947327,optimism,0.8314100503921509
Moving day,0,"You surely remember Ole, the tower watchman. I have told you about two visits I paid him, and now I'll tell you of a third, although it won't be the l...",498,disgust,0.9411365389823914,neutral,0.5798097252845764,joy,0.7034297585487366
Moving day,1,"'I have been to a party, too, among the lighted chandeliers. My life was just a night at a ball. A squeeze of the hand, and I burst; that's all I reme...",493,disgust,0.8749364614486694,amusement,0.17830048501491547,joy,0.5872377753257751
Moving day,2,"All our earthly deeds, great and small, are deposited in that savings bank. Then, when Death comes with his Moving Day bus, and we have to get in to b...",489,disgust,0.8637036085128784,neutral,0.8107214570045471,disgust,0.31058427691459656
Moving day,3,"If on his wineglass was inscribed Forgetfulness, the inscription on the keg is Memory. ""Whenever I read a good historical book, I cannot help picturin...",494,disgust,0.46203964948654175,neutral,0.4618108868598938,anticipation,0.299172967672348
Moving day,4,"Every eighth day a silver dish, with two children's teeth on it, was brought to the king; as he had demanded them, so he had them. And I think it was ...",178,disgust,0.45505690574645996,neutral,0.5762237310409546,anticipation,0.19118355214595795
Moving day,5,"Yes, think that over! That Moving Day will not be found on the calendar!""",19,anger,0.7724870443344116,neutral,0.8381564021110535,anticipation,0.6882001757621765
Moving day,6,"That Moving Day will not be found on the calendar!""",13,anger,0.7193804979324341,neutral,0.8396530151367188,anticipation,0.2967269718647003
Ole the tower-keeper,0,"""In the world it's always going up and down; and now I can't go up any higher!"" So said Ole the tower-keeper. ""Most people have to try both the ups an...",499,disgust,0.6173954606056213,neutral,0.6202633380889893,anticipation,0.30645373463630676
Ole the tower-keeper,1,"He loved neither the English governess novels nor the French ones, which he called a mixture of empty wind and raisin-stalks: he wanted biographies, a...",503,joy,0.7937647700309753,gratitude,0.9255322813987732,joy,0.9932172894477844
Ole the tower-keeper,2,"It's really a pleasure now and then to become a mere nothing, especially when a man is as highly placed as I am. And then to think that we all, even w...",489,disgust,0.5217509269714355,neutral,0.5609017610549927,joy,0.8205957412719727
Ole the tower-keeper,3,"When she was out there, the festivities began with a song; each of the guests had written his own song, and each one sang his own song, for he thought...",451,neutral,0.4417591691017151,amusement,0.61531662940979,joy,0.9539853930473328
Ole the tower-keeper,4,"'It was very amusing!' my niece said; in fact, she said many things that were very malicious but very amusing, but I won't mention them, for a man mus...",487,joy,0.5105398893356323,amusement,0.34418392181396484,joy,0.9583578705787659
Ole the tower-keeper,5,"The thanks are often speechless, but they are not lost for all that. I think these thanks are caught up, and the sunbeams bring the silent, hidden tha...",499,joy,0.7405627369880676,gratitude,0.8226367831230164,joy,0.9890702962875366
Ole the tower-keeper,6,"Do you know what dwells in the glass?"" asked Ole. ""I will tell you. There dwell in the glass, first, health, and then pleasure, then the most complete...",471,sadness,0.5362220406532288,neutral,0.692781925201416,joy,0.8130590915679932
Ole the tower-keeper,7,"He'll draw you away with him; you'll forget your dignity, if you have any, and you'll forget more than you should or ought to forget. All is dance, so...",483,disgust,0.6811574101448059,neutral,0.5577932000160217,joy,0.3361356556415558
Ole the tower-keeper,8,"They crept under the straw, and drew an old bit of ragged curtain over themselves by way of coverlet. ""It was splendid!"" they said; but it was a littl...",469,sadness,0.6756633520126343,neutral,0.27514517307281494,sadness,0.28066128492355347
Ole the tower-keeper,9,"You see, potsherds think everything is stupid. 'When one is in the dust-cart,' they said, 'one ought not to give one's self airs and wear tinsel. I kn...",492,disgust,0.5284987092018127,approval,0.3217681050300598,optimism,0.4025828242301941
Ole the tower-keeper,10,Nobody has ever escaped the omnibus journey. There is certainly a talk about one who was not allowed to go– they call him the Wandering Jew: he has to...,445,neutral,0.5561272501945496,neutral,0.6714403629302979,anticipation,0.2635073959827423
Ole the tower-keeper,11,"He who always lounged about, and drank the spiced draught of pleasure, that he might forget the wild things he had done here, will have his barrel giv...",475,disgust,0.4701204299926758,neutral,0.6737851500511169,disgust,0.29233330488204956
Ole the tower-keeper,12,"I have remembered his name, for one remembers what is bad– a trait of him often comes into my thoughts, and I wish one could say the story is not true...",400,disgust,0.5699179172515869,neutral,0.5539155006408691,sadness,0.3582198917865753
Ole the tower-keeper,13,"Which of our deeds will Death take out of the savings bank, and give to us as provision? Let us think of the moving-day that is not marked in the cale...",38,neutral,0.7998086214065552,neutral,0.5903346538543701,anticipation,0.5730186700820923
Ole the tower-keeper,14,"Let us think of the moving-day that is not marked in the calendar.""",18,neutral,0.8110871315002441,neutral,0.9496415257453918,optimism,0.6054984331130981
"Ole-Luk-Oie, the Dream-God",0,"There is nobody in the world who knows so many stories as Ole-Luk-Oie, or who can relate them so nicely. In the evening, while the children are seated...",502,neutral,0.4952649772167206,neutral,0.6682679653167725,joy,0.9224408864974976
"Ole-Luk-Oie, the Dream-God",1,"The fruit glittered like gold, and there were cakes so full of plums that they were nearly bursting. It was incomparably beautiful. At the same time s...",470,disgust,0.588044285774231,neutral,0.20539936423301697,sadness,0.5691130757331848
"Ole-Luk-Oie, the Dream-God",2,"But after Ole-Luk-Oie was gone, and Hjalmar looked at them in the morning, they were as wretched and as awkward as ever. Tuesday As soon as Hjalmar wa...",483,disgust,0.7722361087799072,neutral,0.772097647190094,joy,0.8362911343574524
"Ole-Luk-Oie, the Dream-God",3,"It was a most pleasant sail. Sometimes the forests were thick and dark, sometimes like a beautiful garden, gay with sunshine and flowers; then he pass...",477,joy,0.8319813013076782,admiration,0.4635748863220215,joy,0.9682598114013672
"Ole-Luk-Oie, the Dream-God",4,"and when Ole- Luk-Oie opened the window, the water flowed quite up to the window-sill. It had the appearance of a large lake outside, and a beautiful ...",481,disgust,0.24270157516002655,neutral,0.8872886896133423,joy,0.8186183571815491
"Ole-Luk-Oie, the Dream-God",5,"Then the stork remained quite silent, and thought of his home in Africa. ""Those are handsome thin legs of yours,"" said the turkey-cock. ""What do they ...",509,disgust,0.4994144141674042,neutral,0.3105336129665375,joy,0.9787552952766418
"Ole-Luk-Oie, the Dream-God",6,"""Now you can borrow the dress of the tin soldier. I think it will just fit you. It looks well to wear a uniform when you go into company."" ""Yes, certa...",494,disgust,0.8777278065681458,neutral,0.5836094617843628,joy,0.9804024696350098
"Ole-Luk-Oie, the Dream-God",7,"After this, Hjalmar returned home. He had certainly been in grand society; but he had been obliged to creep under a room, and to make himself small en...",500,disgust,0.48403799533843994,approval,0.3699442744255066,joy,0.9293141961097717
"Ole-Luk-Oie, the Dream-God",8,"Then Ole-Luk- Oie dressed up in grandmother's black gown married them. As soon as the ceremony was concluded, all the furniture in the room joined in ...",502,joy,0.7901419997215271,neutral,0.672766387462616,joy,0.9838207960128784
"Ole-Luk-Oie, the Dream-God",9,"He ought not to be allowed to live here."" And then the hen wept very much and said, ""I have also travelled. I once went twelve miles in a coop, and it...",495,neutral,0.6075812578201294,gratitude,0.4718972146511078,joy,0.7451348304748535
"Ole-Luk-Oie, the Dream-God",10,"I thank you for telling the boy stories, but you must not confuse his ideas. The stars cannot be taken down from the sky and polished; they are sphere...",483,fear,0.8308751583099365,gratitude,0.9622960686683655,joy,0.9128764867782593
"Ole-Luk-Oie, the Dream-God",11,"One of these is so wonderfully beautiful, that no one in the world can imagine anything at all like it; but the other is just as ugly and frightful, s...",464,fear,0.8932896256446838,admiration,0.4535377025604248,fear,0.6950576305389404
"Ole-Luk-Oie, the Dream-God",12,"These are some of the doings and sayings of Ole-Luk-Oie. I hope he may visit you himself this evening, and relate some more.",36,neutral,0.8883821368217468,optimism,0.8893373608589172,optimism,0.9368780851364136
"Ole-Luk-Oie, the Dream-God",13,"I hope he may visit you himself this evening, and relate some more.",17,neutral,0.7808111310005188,optimism,0.8892853260040283,optimism,0.9741988182067871
On judgment day,0,"The most solemn of all the days of our life is the day we die. It is judgment day, the great sacred day of transfiguration. Have you really seriously ...",494,fear,0.8419016599655151,neutral,0.5811169743537903,fear,0.5117711424827576
On judgment day,1,"Were they passing through a vast, decorated hall, or perchance a forest? It was hard to tell. Nature appeared formally set out for show, as in the sta...",510,disgust,0.8754857182502747,neutral,0.5839985013008118,disgust,0.26792916655540466
On judgment day,2,"In voices harsh but clear, intelligible, and human, they cried, ""You who walk with Death, do you remember me?"" All the evil thoughts and lusts that ha...",470,disgust,0.3766601085662842,neutral,0.5187795162200928,disgust,0.5206904411315918
On judgment day,3,"Never!"" "" 'He who strikes with the sword shall perish by the sword,' thus spoke the Son. His religion you do not have. Are you then perchance one of t...",445,fear,0.9629544019699097,neutral,0.5753082036972046,optimism,0.9659373760223389
On judgment day,4,"And as this soul did, so shall we all, on our last day on earth, humbly tremble in the glorious sight of the Kingdom of Heaven. But the infinite love ...",67,fear,0.9741844534873962,caring,0.5790667533874512,optimism,0.9865299463272095
On judgment day,5,"But the infinite love and mercy of our Heavenly Father will carry us through other spheres, so that, purified and strengthened, we may ascend into God...",35,neutral,0.9060205817222595,caring,0.6844903230667114,optimism,0.982935905456543
"Peiter, Peter, and Peer",0,It is unbelievable all that children know nowadays; one can scarcely say what they don't know. They no longer believe the old story that the stork bro...,497,disgust,0.9249741435050964,curiosity,0.419096976518631,anticipation,0.3307543992996216
"Peiter, Peter, and Peer",1,"The stork, always without preference, takes the first one he sees. One goes to kind and loving parents in a fine home; another comes to unpleasant peo...",512,disgust,0.8323926329612732,neutral,0.7989677786827087,joy,0.6832165718078613
"Peiter, Peter, and Peer",2,"When the stork brought a little fellow to this home he was named Peiter; the next year the stork brought another, and they named him Peter, and when t...",501,disgust,0.5752406120300293,neutral,0.9083918333053589,joy,0.5901957750320435
"Peiter, Peter, and Peer",3,"""You might tip over the cream pitcher, and then I'd get spots on my new silk dress."" And so the ""good little lamb"" firmly took up the cream pitcher an...",501,disgust,0.7487439513206482,neutral,0.5800780057907104,joy,0.9332152009010315
"Peiter, Peter, and Peer",4,"Then he got a little cabinet of curiosities of natural history, in which were the skeleton of a stickleback, three blind baby rats preserved in alcoho...",486,disgust,0.4278234839439392,neutral,0.5256713032722473,joy,0.8661506175994873
"Peiter, Peter, and Peer",5,"Peer resolved never to marry, or even to give or take a kiss, for that might seem the first step toward marriage. But he did receive a kiss, anyway, t...",287,neutral,0.8866310715675354,neutral,0.6754547357559204,joy,0.7344310879707336
"Peiter, Peter, and Peer",6,Will you pay him? I can't; I have neither frogs nor snakes.,18,anger,0.5641825199127197,neutral,0.36286938190460205,disgust,0.3844670355319977
"Peiter, Peter, and Peer",7,I can't; I have neither frogs nor snakes.,13,neutral,0.5888099670410156,disapproval,0.7696229219436646,sadness,0.33560046553611755
Pen and inkstand,0,"In a poet's study, somebody made a remark as he looked at the inkstand that was standing on the table: ""It's strange what can come out of that inkstan...",508,surprise,0.9115595817565918,admiration,0.4478216767311096,joy,0.767260730266571
Pen and inkstand,1,"Yes, I've had a great many in my service, and I'll have many more when the man who goes through the motions for me comes to write down what he gets fr...",509,disgust,0.2533401846885681,admiration,0.7515953779220581,joy,0.9816972613334656
Pen and inkstand,2,"It's strange that you can't tell when anyone is making fun of you. I gave you a pretty sharp cut there; surely I must know my own satire!"" ""Inkpot!"" s...",152,joy,0.4402255415916443,neutral,0.5538743138313293,joy,0.9369733333587646
Pen and inkstand,3,He understood the sentiments of his own heart; he caught a ray of the light from the everlasting Master. To him alone be the glory!,30,joy,0.39437180757522583,admiration,0.565179705619812,joy,0.991271436214447
Pen and inkstand,4,To him alone be the glory!,9,joy,0.3621678352355957,admiration,0.6605910658836365,joy,0.9857591390609741
She was good for nothing,0,"The mayor was standing at his open window; he was wearing a dress shirt with a dainty breastpin in its frill. He was very well shaven, self-done, thou...",504,disgust,0.8501042723655701,neutral,0.20844410359859467,joy,0.44439178705215454
She was good for nothing,1,"It's just as good as hot food, and it isn't as expensive! Drink, my boy! You look so pale, and you're freezing in your thin clothes. Remember it is au...",507,disgust,0.6023772954940796,approval,0.2635362148284912,joy,0.6866037845611572
