tale,num_chunks,total_chars,distilroberta_top_emotion,distilroberta_top_score,distilroberta_all_emotions,go_emotions_top_emotion,go_emotions_top_score,go_emotions_all_emotions,twitter_emotion_top_emotion,twitter_emotion_top_score,twitter_emotion_all_emotions
The emperor's new suit,7,8629,disgust,0.4006557379450117,"{'disgust': 0.4006557379450117, 'neutral': 0.25739708808915956, 'fear': 0.13860150799155235, 'joy': 0.08745982630976609, 'anger': 0.06704553309828043, 'surprise': 0.034048066108620594, 'sadness': 0.014792227452354772}",neutral,0.4209807153259005,"{'neutral': 0.4209807153259005, 'admiration': 0.33868240006268024, 'approval': 0.16219279702220643, 'curiosity': 0.052935981657356024, 'confusion': 0.04141290785212602, 'realization': 0.033799227726246626, 'disapproval': 0.0298348527867347, 'fear': 0.02522036974551156, 'disappointment': 0.02511658043866711, 'annoyance': 0.014624678995460272, 'excitement': 0.011947526122509902, 'surprise': 0.011352160180519735, 'optimism': 0.008037998108193278, 'joy': 0.003938997147737869, 'pride': 0.002861637040041387, 'disgust': 0.0028310241510293315, 'nervousness': 0.0026563843213287847, 'sadness': 0.002622606257708477, 'anger': 0.002094650740868279, 'relief': 0.001804986095521599, 'caring': 0.0017335748748986848, 'embarrassment': 0.0016417836138446415, 'amusement': 0.001596837886609137, 'desire': 0.0015817119773211224, 'love': 0.0015145396713965706, 'gratitude': 0.0014954713406041265, 'grief': 0.0007664170303282195, 'remorse': 0.00046237626312566657}",joy,0.5625820026866027,"{'joy': 0.5625820026866027, 'anticipation': 0.38814085934843334, 'optimism': 0.33013863542250227, 'surprise': 0.15893204510211945, 'disgust': 0.06338111736944743, 'pessimism': 0.03453820471518806, 'sadness': 0.03175868559628725, 'trust': 0.03143510568354811, 'anger': 0.027488313615322113, 'fear': 0.02748426136427692, 'love': 0.017439214496075044}"
The farm-yard cock and the weather-cock,5,4512,disgust,0.4637277364730835,"{'disgust': 0.4637277364730835, 'anger': 0.3101924046874046, 'neutral': 0.09822314828634263, 'fear': 0.03902485640719533, 'surprise': 0.03546824427321553, 'joy': 0.028517070412635803, 'sadness': 0.024846503511071205}",neutral,0.6452923893928528,"{'neutral': 0.6452923893928528, 'annoyance': 0.147873467579484, 'curiosity': 0.13069081001449376, 'confusion': 0.0735104410094209, 'approval': 0.04347237069159746, 'disapproval': 0.03391976673156023, 'disappointment': 0.0323668624740094, 'realization': 0.017175577022135256, 'anger': 0.013080517738126218, 'disgust': 0.005007056868635118, 'optimism': 0.003906994313001633, 'surprise': 0.003546101471874863, 'embarrassment': 0.003080261644208804, 'amusement': 0.0029548341175541283, 'sadness': 0.0027769759530201555, 'admiration': 0.0025727162370458244, 'joy': 0.0021364829735830426, 'fear': 0.0017888627131469547, 'caring': 0.0017622693907469512, 'excitement': 0.0016949091805145144, 'nervousness': 0.0011346933315508068, 'desire': 0.0010432959184981882, 'relief': 0.0007961671275552362, 'love': 0.0004812251252587885, 'grief': 0.00043548610992729666, 'pride': 0.00041596813825890423, 'remorse': 0.00032992647029459474, 'gratitude': 0.00030931921501178297}",joy,0.44317267537117006,"{'joy': 0.44317267537117006, 'disgust': 0.38349596261978147, 'anger': 0.35332865417003634, 'optimism': 0.21993445828557015, 'anticipation': 0.2139277696609497, 'surprise': 0.039522061496973036, 'pessimism': 0.02969294898211956, 'sadness': 0.024017173051834106, 'trust': 0.011830302700400353, 'fear': 0.006247723056003451, 'love': 0.0036282628308981655}"
The fir tree,12,17438,sadness,0.21324517081181207,"{'sadness': 0.21324517081181207, 'fear': 0.1821316504307712, 'neutral': 0.1812925093496839, 'joy': 0.15904573599497476, 'disgust': 0.1422531334683299, 'anger': 0.07349899450006585, 'surprise': 0.04853280870399127}",neutral,0.3631369701276223,"{'neutral': 0.3631369701276223, 'curiosity': 0.14859538756718393, 'disappointment': 0.08495130166799451, 'sadness': 0.08325863370555453, 'joy': 0.07519192689020808, 'realization': 0.03590834381369253, 'admiration': 0.03516781979124062, 'confusion': 0.033761288883397356, 'approval': 0.03277368005365133, 'surprise': 0.017922881573516253, 'annoyance': 0.016750584822148085, 'excitement': 0.01626265396286423, 'desire': 0.015406327845994383, 'nervousness': 0.013746109005296603, 'disapproval': 0.011833827670974037, 'optimism': 0.010893733007833362, 'relief': 0.008912757194290558, 'fear': 0.007954632921610028, 'caring': 0.0067645055435908335, 'remorse': 0.00515954816849747, 'amusement': 0.003929161100434915, 'grief': 0.0038926202832954004, 'embarrassment': 0.0026040616915755286, 'love': 0.002242439474988108, 'anger': 0.0018716384317182626, 'gratitude': 0.0017719785028020851, 'disgust': 0.0016405601418227889, 'pride': 0.0014991115773833978}",joy,0.6359891556203365,"{'joy': 0.6359891556203365, 'sadness': 0.3896672126526634, 'optimism': 0.29399973899126053, 'anticipation': 0.20790121393899122, 'pessimism': 0.09151097247377038, 'disgust': 0.058097475208342075, 'love': 0.041288167131521426, 'surprise': 0.038466381995628275, 'fear': 0.026819413430833567, 'trust': 0.018669634669398267, 'anger': 0.015004930377472192}"
The flax,7,9018,joy,0.3830180995698486,"{'joy': 0.3830180995698486, 'sadness': 0.16554644291422196, 'neutral': 0.15033930486866406, 'disgust': 0.12132883318034667, 'surprise': 0.11769991660756725, 'anger': 0.05673439524668668, 'fear': 0.005333004702281739}",joy,0.3627890808773892,"{'joy': 0.3627890808773892, 'admiration': 0.21023436848606383, 'neutral': 0.1672950940472739, 'approval': 0.09667345828243665, 'amusement': 0.05270211587360661, 'surprise': 0.04308613484525787, 'optimism': 0.03604856439466987, 'excitement': 0.03551210383219378, 'relief': 0.03137768701916294, 'curiosity': 0.02427629873688732, 'realization': 0.02329473929213626, 'sadness': 0.021935155265964568, 'disappointment': 0.014619138557463884, 'disapproval': 0.01140209546844874, 'pride': 0.010464718332514167, 'caring': 0.009954178514557757, 'confusion': 0.00867787776847503, 'annoyance': 0.007959207187273673, 'gratitude': 0.005945493167798434, 'love': 0.003202746605633625, 'desire': 0.0029438184407938805, 'nervousness': 0.002804971000711833, 'grief': 0.0024522308044002523, 'fear': 0.0015371217575323368, 'anger': 0.0011993266026755528, 'embarrassment': 0.0010508551079380726, 'disgust': 0.0008693987911101431, 'remorse': 0.0007320550586363035}",joy,0.9337748800005231,"{'joy': 0.9337748800005231, 'optimism': 0.5644695945084095, 'anticipation': 0.07327737233468465, 'love': 0.055605923756957054, 'sadness': 0.046427492052316666, 'surprise': 0.04184723352747304, 'disgust': 0.022797708931778158, 'trust': 0.020373070878641947, 'anger': 0.015431807775582587, 'pessimism': 0.010480225086212158, 'fear': 0.005466440093836614}"
The flea and the professor,7,8412,neutral,0.35322289701019016,"{'neutral': 0.35322289701019016, 'disgust': 0.2772757629198687, 'anger': 0.2464777042290994, 'joy': 0.07416987638654453, 'surprise': 0.01942971382024033, 'fear': 0.017238572406183397, 'sadness': 0.012185453503791775}",neutral,0.7742632457188198,"{'neutral': 0.7742632457188198, 'admiration': 0.07095583701240164, 'approval': 0.05222637765109539, 'disappointment': 0.029775154377732958, 'confusion': 0.028131680097430944, 'realization': 0.018664621082799777, 'disapproval': 0.01824792002194694, 'curiosity': 0.017574137438454533, 'annoyance': 0.01585978369361588, 'sadness': 0.012734363454260997, 'pride': 0.011693247746734414, 'joy': 0.004601563376906727, 'optimism': 0.004379069698708398, 'relief': 0.002862639698183297, 'caring': 0.0026915057512399343, 'excitement': 0.002649339290136205, 'gratitude': 0.0017479969579393842, 'anger': 0.0017288380269227283, 'surprise': 0.001662235108337232, 'disgust': 0.00143384634949533, 'desire': 0.001368952715503318, 'embarrassment': 0.001114889168612925, 'love': 0.001088094402803108, 'amusement': 0.0010449867778723793, 'grief': 0.0010183274384222127, 'fear': 0.0009608053868370396, 'remorse': 0.0006767297496220895, 'nervousness': 0.0006173036651619311}",joy,0.4677334257534572,"{'joy': 0.4677334257534572, 'anticipation': 0.3166158806000437, 'optimism': 0.12220914901367255, 'disgust': 0.10933721677533217, 'sadness': 0.1018418615151729, 'surprise': 0.05661111431462424, 'anger': 0.044740243681839535, 'pessimism': 0.03612093614148242, 'love': 0.020417690759391656, 'trust': 0.016483942179807594, 'fear': 0.011589952012790101}"
The flying trunk,9,11720,disgust,0.2956782521473037,"{'disgust': 0.2956782521473037, 'neutral': 0.2501307903892464, 'anger': 0.1305263532946507, 'fear': 0.11695186172922452, 'joy': 0.10968674439936876, 'surprise': 0.05705860733158059, 'sadness': 0.039967380464076996}",neutral,0.5327469408512115,"{'neutral': 0.5327469408512115, 'approval': 0.078056575730443, 'gratitude': 0.05667351695754203, 'amusement': 0.05506002500705007, 'admiration': 0.0516183866873487, 'joy': 0.044560204130700894, 'annoyance': 0.034012575840784445, 'excitement': 0.020055250879118428, 'disapproval': 0.019913000947174925, 'realization': 0.017192573752254248, 'disappointment': 0.015590072221433124, 'sadness': 0.012683121506900838, 'confusion': 0.011942116000379125, 'curiosity': 0.011841988895968016, 'optimism': 0.0057499029984076815, 'relief': 0.004859588949734138, 'caring': 0.002884054265450686, 'surprise': 0.00250269971244658, 'pride': 0.00236338670947589, 'embarrassment': 0.002312026377896675, 'disgust': 0.0022674349343611132, 'anger': 0.0022203646561441324, 'fear': 0.0019033090793527663, 'nervousness': 0.0014960467653711224, 'desire': 0.0014373082150187758, 'grief': 0.0013068943501113811, 'love': 0.0009412518282058752, 'remorse': 0.0007739840819138206}",joy,0.7479110062122345,"{'joy': 0.7479110062122345, 'optimism': 0.24196754954755306, 'sadness': 0.22446357489873967, 'anticipation': 0.20764910471108225, 'love': 0.06926498049870133, 'surprise': 0.05722010259826978, 'pessimism': 0.05021788542055421, 'disgust': 0.033883771781499185, 'fear': 0.02738117413698799, 'trust': 0.021396396371225517, 'anger': 0.01287752679652638}"
The garden of paradise,18,29244,disgust,0.3502433438681894,"{'disgust': 0.3502433438681894, 'neutral': 0.2321504317741427, 'fear': 0.10926053347066045, 'anger': 0.10899707317973177, 'joy': 0.09422479055097534, 'sadness': 0.08274760366313988, 'surprise': 0.02237622027233657}",neutral,0.5380899848209487,"{'neutral': 0.5380899848209487, 'approval': 0.10677603197594483, 'joy': 0.08995213093132609, 'admiration': 0.07765853120427993, 'curiosity': 0.055030476411856294, 'optimism': 0.04898443101491365, 'confusion': 0.02532863941289381, 'excitement': 0.023627963331010606, 'caring': 0.022433046555508755, 'realization': 0.02055612628141211, 'sadness': 0.011710921418853104, 'annoyance': 0.008874654330106245, 'desire': 0.008717165037523955, 'surprise': 0.006627363392100152, 'relief': 0.0059774188816340435, 'disappointment': 0.005408045945740823, 'love': 0.004950392297663105, 'disapproval': 0.0048826706285278005, 'pride': 0.0038951304951398117, 'amusement': 0.003694724776626875, 'fear': 0.0025459201359707448, 'nervousness': 0.0023474968361875247, 'anger': 0.0014448681225379307, 'gratitude': 0.0012921821196667021, 'grief': 0.001273317975574173, 'disgust': 0.0010125127511047241, 'embarrassment': 0.0006955594055600361, 'remorse': 0.0005745692073509821}",joy,0.5699759936994977,"{'joy': 0.5699759936994977, 'optimism': 0.38550205652912456, 'anticipation': 0.22618156009250218, 'sadness': 0.06469286993766825, 'disgust': 0.04550011932022042, 'anger': 0.038410734876783356, 'surprise': 0.033776751434844404, 'love': 0.03083677230299347, 'trust': 0.029627001301075023, 'pessimism': 0.02663240989204496, 'fear': 0.01289492800909405}"
The gardener and the noble family,9,13560,neutral,0.2447573948237631,"{'neutral': 0.2447573948237631, 'joy': 0.22906928033464485, 'disgust': 0.15415300734134185, 'anger': 0.1494788079160369, 'sadness': 0.12265592565139134, 'surprise': 0.08958468627598551, 'fear': 0.010300857415940199}",neutral,0.28821853051582974,"{'neutral': 0.28821853051582974, 'admiration': 0.27371020638383925, 'approval': 0.16080863991131386, 'disappointment': 0.09805380120976931, 'sadness': 0.08526842011552718, 'annoyance': 0.03831080435257819, 'joy': 0.03282743644538439, 'disapproval': 0.02961201414776345, 'realization': 0.026594194273153942, 'embarrassment': 0.01743692248581081, 'optimism': 0.014468009609522091, 'pride': 0.014147183261229657, 'excitement': 0.012178992787893448, 'relief': 0.011086984058945544, 'caring': 0.01052026968035433, 'curiosity': 0.007861338588150425, 'surprise': 0.004996796552505758, 'confusion': 0.004761780967884179, 'gratitude': 0.003786851050487409, 'grief': 0.003674122517825001, 'anger': 0.0036128276195894512, 'disgust': 0.003580812720530149, 'remorse': 0.0033179852196351728, 'desire': 0.0030845404253341258, 'love': 0.0024467198074691826, 'amusement': 0.0020139952345440784, 'nervousness': 0.0018008482972315203, 'fear': 0.0014197290680992107}",joy,0.8836519122123718,"{'joy': 0.8836519122123718, 'optimism': 0.6676487707429462, 'anticipation': 0.23815263311068216, 'sadness': 0.12323111732904282, 'trust': 0.06495770139412747, 'love': 0.05283643677830696, 'surprise': 0.04949539485904905, 'disgust': 0.02392941542590658, 'anger': 0.015584290803720554, 'pessimism': 0.014849891886115074, 'fear': 0.007107859632621209}"
The gate key,15,23887,disgust,0.21390844471752643,"{'disgust': 0.21390844471752643, 'neutral': 0.19322503060102464, 'fear': 0.1634661715477705, 'anger': 0.14865541776331762, 'joy': 0.1415440456320842, 'sadness': 0.08800234156660736, 'surprise': 0.05119854584336281}",neutral,0.4789695461591085,"{'neutral': 0.4789695461591085, 'approval': 0.16628347064057986, 'admiration': 0.09063134665290515, 'sadness': 0.05708459464367479, 'optimism': 0.039112936907137436, 'gratitude': 0.03152305259912585, 'disappointment': 0.02876576881390065, 'curiosity': 0.02827623217793492, 'realization': 0.026428182733555634, 'disapproval': 0.019308577151969077, 'amusement': 0.01734382493693071, 'confusion': 0.015341709433899571, 'annoyance': 0.013987705856561661, 'fear': 0.01121099943605562, 'joy': 0.009869820989357929, 'caring': 0.009337300054418544, 'nervousness': 0.009322219103341921, 'excitement': 0.005565880615419397, 'relief': 0.0054690088223045075, 'desire': 0.003038604173343629, 'pride': 0.0027381108918537694, 'surprise': 0.0027340200768473247, 'grief': 0.0022593625413719564, 'disgust': 0.001768597688836356, 'remorse': 0.001593775482615456, 'anger': 0.0014775828885224959, 'love': 0.0014211267931386828, 'embarrassment': 0.001335723769928639}",joy,0.6628905745844046,"{'joy': 0.6628905745844046, 'optimism': 0.4171019581456979, 'anticipation': 0.29580471316973367, 'sadness': 0.09242587533469002, 'disgust': 0.060723418711374204, 'fear': 0.056853421273020406, 'anger': 0.055347082080940406, 'surprise': 0.04638114773357908, 'trust': 0.03725535298387209, 'pessimism': 0.023268377253164847, 'love': 0.023234562699993452}"
The girl who trod on the loaf,9,12855,disgust,0.35230399916569394,"{'disgust': 0.35230399916569394, 'fear': 0.23580905011234185, 'neutral': 0.1321582361124456, 'joy': 0.10476386020632668, 'sadness': 0.09753465331676933, 'anger': 0.05313655757345259, 'surprise': 0.024293605833210878}",neutral,0.4816500519712766,"{'neutral': 0.4816500519712766, 'sadness': 0.2331251970285343, 'confusion': 0.07524066377663985, 'disappointment': 0.07349992833203739, 'joy': 0.04551389853521767, 'realization': 0.037846820428967476, 'disapproval': 0.0240829117440929, 'approval': 0.023325890095697507, 'annoyance': 0.017764639988955524, 'curiosity': 0.014912149128374748, 'desire': 0.014776821442258855, 'fear': 0.014693578446490897, 'caring': 0.011038851600864695, 'nervousness': 0.010275633540004492, 'relief': 0.009345755834753314, 'admiration': 0.008891785465594795, 'grief': 0.0077918739924724735, 'excitement': 0.007699927489738911, 'surprise': 0.005984566575433645, 'optimism': 0.005317875675650107, 'embarrassment': 0.004776826943270862, 'remorse': 0.0041608019932431895, 'disgust': 0.003771792786816756, 'pride': 0.003446790960475078, 'anger': 0.002713378195443915, 'love': 0.0018615546254699843, 'amusement': 0.0015363993976886074, 'gratitude': 0.0013509426094565748}",sadness,0.45471135392371154,"{'sadness': 0.45471135392371154, 'joy': 0.3467635597205824, 'optimism': 0.2030420753483971, 'pessimism': 0.16228701464003986, 'disgust': 0.14910129085183144, 'anticipation': 0.127691850066185, 'anger': 0.06137549267926564, 'fear': 0.05660839306397571, 'surprise': 0.04833616797501842, 'love': 0.022286544437520206, 'trust': 0.02211793025748597}"
The goblin and the huckster,7,8088,fear,0.23363927439121263,"{'fear': 0.23363927439121263, 'neutral': 0.23259543414626802, 'disgust': 0.22662038169801235, 'joy': 0.13806722163488822, 'anger': 0.12012070257748876, 'surprise': 0.03577556028696043, 'sadness': 0.01318139216995665}",neutral,0.5266813806125096,"{'neutral': 0.5266813806125096, 'approval': 0.12432389440281051, 'admiration': 0.10707770081769143, 'amusement': 0.06064667762257159, 'realization': 0.04085547051259449, 'joy': 0.03894986480008811, 'confusion': 0.030751194222830236, 'curiosity': 0.021813207181237106, 'annoyance': 0.021492742667240754, 'disappointment': 0.00992490176577121, 'excitement': 0.008904316778560835, 'disapproval': 0.008072802048575665, 'optimism': 0.0076096574775874615, 'sadness': 0.007125500581293766, 'relief': 0.0036995840325419393, 'surprise': 0.003010178907840912, 'gratitude': 0.002902048165976469, 'caring': 0.002870524335386498, 'pride': 0.0027039835445715915, 'fear': 0.002644359400229795, 'anger': 0.0025377873140054624, 'love': 0.002108801139651665, 'nervousness': 0.0018375372705382428, 'desire': 0.0016755239672160574, 'disgust': 0.0015427216754427978, 'embarrassment': 0.001072477553472189, 'grief': 0.0010673214398723627, 'remorse': 0.0006108233917205195}",joy,0.4371581380920751,"{'joy': 0.4371581380920751, 'optimism': 0.2400046789220401, 'anticipation': 0.22005907871893474, 'sadness': 0.08619826872433935, 'disgust': 0.049526206882936616, 'anger': 0.036013159967426746, 'pessimism': 0.030512301118246148, 'surprise': 0.023784077061074122, 'fear': 0.019222406038482274, 'trust': 0.01832447181056653, 'love': 0.010069117116342698}"
The goblin and the woman,7,8837,disgust,0.34123001247644424,"{'disgust': 0.34123001247644424, 'anger': 0.2123213761619159, 'neutral': 0.20872139664632933, 'surprise': 0.09871936735830136, 'joy': 0.0780383386050484, 'sadness': 0.03246459511241743, 'fear': 0.028504936756300076}",neutral,0.5392521321773529,"{'neutral': 0.5392521321773529, 'admiration': 0.18501722463406622, 'approval': 0.11907629509057317, 'amusement': 0.057591225037218204, 'disapproval': 0.03722638004858579, 'joy': 0.029414118350749568, 'annoyance': 0.027948784974536726, 'realization': 0.024050945416092873, 'love': 0.018111239436880817, 'disappointment': 0.007936240739322134, 'optimism': 0.00559275524158563, 'curiosity': 0.005395533396430048, 'confusion': 0.004741414475055146, 'excitement': 0.003710080890284319, 'caring': 0.0035675844576741967, 'anger': 0.002763041029019015, 'pride': 0.0019704485873392385, 'surprise': 0.0017892701725941151, 'relief': 0.0017859631791777378, 'sadness': 0.001694485395481544, 'disgust': 0.0015934529697655567, 'embarrassment': 0.0011741162951303913, 'desire': 0.000991195860219055, 'gratitude': 0.0008529190090484917, 'fear': 0.0006479554244184069, 'nervousness': 0.0005151685348079939, 'grief': 0.00039900892547198704, 'remorse': 0.0003568422544049099}",joy,0.591732138036085,"{'joy': 0.591732138036085, 'anticipation': 0.29758271149226595, 'optimism': 0.2546311132609844, 'disgust': 0.15919129796592252, 'anger': 0.13399338349699974, 'surprise': 0.04577463599187987, 'pessimism': 0.02894561691209674, 'trust': 0.028033746472959007, 'sadness': 0.02506638358214072, 'love': 0.015443078707903624, 'fear': 0.011728374869562685}"
The goloshes of fortune,32,55789,fear,0.26634649292827817,"{'fear': 0.26634649292827817, 'disgust': 0.23568497120868415, 'sadness': 0.19822934093826916, 'neutral': 0.12208268237009179, 'surprise': 0.10737601883738535, 'anger': 0.05360179604758741, 'joy': 0.016678697400493547}",neutral,0.44308021548204124,"{'neutral': 0.44308021548204124, 'approval': 0.07467922763316892, 'disappointment': 0.06927849585190415, 'curiosity': 0.06374457013225765, 'admiration': 0.05965928728983272, 'sadness': 0.0561474109053961, 'fear': 0.039885091550786456, 'confusion': 0.038295327889500186, 'desire': 0.03524234350697952, 'realization': 0.03381421326776035, 'amusement': 0.028824010061725858, 'annoyance': 0.027833657411974855, 'optimism': 0.026363370263425168, 'joy': 0.0256007723401126, 'surprise': 0.020664790774389985, 'disapproval': 0.017117306670115795, 'nervousness': 0.012038849262353324, 'caring': 0.01084506738880009, 'excitement': 0.008455167817373876, 'relief': 0.006396857329491468, 'embarrassment': 0.003918349515515729, 'disgust': 0.0032780941801320296, 'anger': 0.0028946957409061724, 'grief': 0.0028497033044914133, 'love': 0.0026135858097404707, 'remorse': 0.0023287864837584493, 'pride': 0.0021270625479701266, 'gratitude': 0.001307868889398378}",joy,0.523904659828986,"{'joy': 0.523904659828986, 'anticipation': 0.2582307627890259, 'optimism': 0.24842750359675847, 'sadness': 0.16543268543318845, 'fear': 0.1307156883267453, 'disgust': 0.11748231388628483, 'surprise': 0.07021665206411853, 'anger': 0.05384282833256293, 'pessimism': 0.050885558273876086, 'trust': 0.016472316819999833, 'love': 0.008494213376252446}"
The great sea serpent,12,18432,fear,0.5200171607236067,"{'fear': 0.5200171607236067, 'neutral': 0.14878085597107807, 'disgust': 0.14549226391439637, 'anger': 0.12644307831457505, 'surprise': 0.03942364749188224, 'sadness': 0.011738183655931303, 'joy': 0.008104807018147161}",neutral,0.5135874537130197,"{'neutral': 0.5135874537130197, 'admiration': 0.1093569898318189, 'approval': 0.08591067418456078, 'fear': 0.07006686495636434, 'realization': 0.039563817204907537, 'confusion': 0.03645114887816211, 'annoyance': 0.030486158386338502, 'sadness': 0.023084367040913396, 'joy': 0.01985926657895713, 'excitement': 0.01905717845268858, 'disapproval': 0.018742234640133876, 'curiosity': 0.01664048226181573, 'disappointment': 0.015637111297110096, 'amusement': 0.013600455873529427, 'nervousness': 0.010608982037714062, 'surprise': 0.00972481599698464, 'optimism': 0.0076096213500325876, 'relief': 0.003979445920170595, 'disgust': 0.0028895948198623955, 'anger': 0.002818086509554026, 'caring': 0.002489199541741982, 'pride': 0.0020814482207545857, 'embarrassment': 0.0019343840661652696, 'desire': 0.001361812852943937, 'grief': 0.0013423547643469647, 'love': 0.0010312291172643502, 'gratitude': 0.0004995750259695342, 'remorse': 0.0003986028308039143}",anticipation,0.28509306783477467,"{'anticipation': 0.28509306783477467, 'joy': 0.260266797306637, 'fear': 0.20055292950322232, 'optimism': 0.19760906603187323, 'disgust': 0.17575938502947488, 'anger': 0.14086598879657686, 'surprise': 0.0413105341916283, 'pessimism': 0.02483381819911301, 'trust': 0.021972824702970684, 'sadness': 0.013489597865069905, 'love': 0.005805346920775871}"
The happy family,6,6954,joy,0.6831906273340186,"{'joy': 0.6831906273340186, 'neutral': 0.21076979814097285, 'disgust': 0.05033664294751361, 'surprise': 0.017744890491788585, 'anger': 0.01741470250999555, 'sadness': 0.01471869950182736, 'fear': 0.005824610520600497}",neutral,0.32238688444097835,"{'neutral': 0.32238688444097835, 'joy': 0.2530952760328849, 'admiration': 0.10158035966257255, 'approval': 0.09754909947514534, 'curiosity': 0.03830182602784286, 'realization': 0.02367943098458151, 'relief': 0.02109054373189186, 'gratitude': 0.020388727192766964, 'confusion': 0.018645896886785824, 'desire': 0.017418381496099755, 'sadness': 0.011823230122293657, 'caring': 0.010473928317272415, 'disappointment': 0.00963918996664385, 'excitement': 0.009302745495612422, 'optimism': 0.009208465305467447, 'disapproval': 0.009068831180532774, 'annoyance': 0.006359280630325277, 'pride': 0.005168447018756221, 'love': 0.004352837703966846, 'amusement': 0.003369593071208025, 'surprise': 0.0022017972466225424, 'fear': 0.0022017692196338126, 'nervousness': 0.002101741592923645, 'grief': 0.0016991366768100609, 'anger': 0.001111676130676642, 'disgust': 0.0009460703198177119, 'remorse': 0.0009361213281711874, 'embarrassment': 0.0009051829353362942}",joy,0.9270195464293162,"{'joy': 0.9270195464293162, 'optimism': 0.5640723556280136, 'anticipation': 0.21361188714702925, 'love': 0.12240631366148591, 'surprise': 0.04777559141318003, 'sadness': 0.043822457548230886, 'trust': 0.03228032775223255, 'disgust': 0.015690394832442205, 'fear': 0.01520516579815497, 'pessimism': 0.012509442710628113, 'anger': 0.007304311380721629}"
The ice maiden,56,101295,fear,0.2056992569414433,"{'fear': 0.2056992569414433, 'disgust': 0.19942024183858717, 'neutral': 0.18827757965274422, 'anger': 0.1456970367289614, 'sadness': 0.1410253367336866, 'joy': 0.0646429890080721, 'surprise': 0.05523755479953252}",neutral,0.4875507372032319,"{'neutral': 0.4875507372032319, 'admiration': 0.09799145869120755, 'joy': 0.09712571308877418, 'sadness': 0.08200224065824711, 'approval': 0.07788303231687418, 'amusement': 0.038141131130812155, 'realization': 0.03688978408795914, 'curiosity': 0.02878829474242853, 'disappointment': 0.02184106896830989, 'gratitude': 0.019019290545267204, 'fear': 0.017303333314235454, 'caring': 0.016309135635050813, 'annoyance': 0.014478444121778011, 'disapproval': 0.014029152221545311, 'optimism': 0.013950065144204668, 'confusion': 0.013733368752582464, 'excitement': 0.012414318389866301, 'relief': 0.010523610724443902, 'nervousness': 0.00826163969499508, 'surprise': 0.005088346561283937, 'anger': 0.005082436494766236, 'grief': 0.004866998706087803, 'pride': 0.0045256678695295705, 'disgust': 0.004493270627010913, 'love': 0.00405130539885639, 'desire': 0.0037058775456638876, 'embarrassment': 0.0019947845144737846, 'remorse': 0.001670380232098978}",joy,0.6550180595534455,"{'joy': 0.6550180595534455, 'optimism': 0.3554801385117961, 'anticipation': 0.23698932837162698, 'sadness': 0.14942401628026605, 'fear': 0.06947212458388614, 'love': 0.055199410824570805, 'surprise': 0.047791643700163276, 'disgust': 0.04069804578986285, 'trust': 0.03616134851472452, 'anger': 0.0338794081451072, 'pessimism': 0.028951442197597186}"
The jumper,4,3543,sadness,0.4755335075315088,"{'sadness': 0.4755335075315088, 'disgust': 0.20981969055719674, 'neutral': 0.2069550110027194, 'anger': 0.07302651164354756, 'surprise': 0.015548016410320997, 'joy': 0.010487569961696863, 'fear': 0.008629705611383542}",neutral,0.760943740606308,"{'neutral': 0.760943740606308, 'admiration': 0.05914731600205414, 'approval': 0.05517346179112792, 'disapproval': 0.04445784108247608, 'realization': 0.02830570423975587, 'disappointment': 0.023367943707853556, 'optimism': 0.01824785937787965, 'annoyance': 0.0177606581710279, 'sadness': 0.00996650590968784, 'caring': 0.0033565827761776745, 'confusion': 0.0028618285432457924, 'desire': 0.0024846841988619417, 'joy': 0.002376616990659386, 'disgust': 0.0017495509528089315, 'gratitude': 0.0016532350273337215, 'anger': 0.0015630683774361387, 'amusement': 0.0015236257313517854, 'fear': 0.0013838686281815171, 'relief': 0.001361652190098539, 'excitement': 0.0011811282456619665, 'pride': 0.0010622770350892097, 'embarrassment': 0.0009122218179982156, 'love': 0.0008424161715083756, 'remorse': 0.0008245964891102631, 'surprise': 0.0007504636596422642, 'curiosity': 0.0006921768144820817, 'grief': 0.000673841786920093, 'nervousness': 0.0006549849604198243}",anticipation,0.32947756722569466,"{'anticipation': 0.32947756722569466, 'joy': 0.2667962647974491, 'sadness': 0.1396510403137654, 'optimism': 0.12629848113283515, 'surprise': 0.07363802986219525, 'disgust': 0.05898011242970824, 'pessimism': 0.04878610372543335, 'trust': 0.019581027096137404, 'anger': 0.01894415053538978, 'fear': 0.011540317791514099, 'love': 0.007359350798651576}"
